,0,1
0,1,0.0
1,51,0.13725490196078433
2,101,0.43564356435643564
3,151,0.6225165562913907
4,201,0.7761194029850746
5,251,0.796812749003984
6,301,0.8637873754152824
7,351,0.8974358974358975
8,401,0.9102244389027432
9,451,0.8913525498891353
10,501,0.9021956087824351
11,551,0.8892921960072595
12,601,0.9034941763727121
13,651,0.9062980030721967
14,701,0.9072753209700428
15,751,0.9241011984021305
16,801,0.9188514357053683
17,851,0.9247943595769683
18,901,0.9345172031076582
19,951,0.9400630914826499
