1000171-05-0,-6.956349899175087,0.6327717444242685,0.3395921288365835,-0.09984637315155355,-1.492394198782953,0.4639867958930761,-2.2051428626215377,0.6109941202822549,0.13128133028959107,-0.4416666159524473
1185899-00-6,-9.577511804875108,3.4734327219542536,-1.0718223593999727,1.0044469391078112,-1.4417489624632889,0.200210597121732,-2.4224071328621513,1.141546713999399,0.27085925790900206,-0.5598780943070448
10,-6.92769397635292,-8.766646186854896,3.821564716932424,1.378676902225845,3.1557458349637333,-2.1051867219455715,1.8334314499351474,1.4377608028246653,0.3352834954052121,-0.4165276072608128
8,7.692865001574811,2.4553046840757897,3.5800953885715656,8.6419597012211,7.832500772441259,-0.14490453240167958,-0.5786921306751337,-3.2301323699958617,-1.553552872474728,-1.5160179452916536
AdCyBrettPhos,9.405075353381717,0.7448520071087575,1.220696367055768,3.058254012000325,2.8664504537305193,-0.24281214715122293,0.19793698191640735,-1.0768206589789553,-0.49363300354921874,-0.1455949165435739
AdJohnPhos,-13.195436974238488,9.356255698660263,-0.19456550029713832,5.393152144170672,-2.4182793840041916,-2.080932860651902,0.9910561234542544,2.800617348235591,0.7172000950305913,1.6128978733698538
14,-13.6577169203,-8.247045340391548,5.276794416119277,4.114772904490045,-0.7661779140879035,-0.5903830454358864,-2.715303171105396,1.271164243289787,-0.2511878486376974,4.964739426523744
16,9.113470329663212,-0.037661652468933084,0.751071263618236,1.3505847220499527,1.5834906049697741,-0.015156382543006925,-0.16621856250821382,-0.6632688858925913,-0.2746781624123743,-0.08180922134061767
17,-13.36786115186416,-3.7810932721893047,1.1553422189880467,-0.41719237574393747,-0.7041030819642422,-0.8340774263266626,0.8439046442275057,1.1961620470478678,0.43972621593758743,-0.24394426478088432
CyBippyPhos,-11.136370753890626,-2.9510718113092644,2.3926024056761324,2.479061380704869,-0.6294739850319384,-2.0257813274624197,-0.5397694761190103,3.900853893941363,1.3471965249475641,-4.043748334535179
