a,0.506853245,0,0.577350269,0.51214752,0.037641377,1.123405907,1.0507329,1.154565185,0.107063676,1.009386435,1.14870331,0.270933552,0.016718479,0.320256308,0.76474688,0.982712472,0.235665237,0.300317555,0.577350269,0.447158876,0.604412479,0.360495872,1.11606104,0.605849189,1.133329515,1.154700538
b,0.645085949,1,0.577350269,0.6401844,0.980647843,0.792937414,0.110673456,0.561971655,1.049224073,0.01904492,0.676138337,1.107550238,1.008254419,1.120897077,0.366873954,1.016434467,1.096784314,0.815427586,0.577350269,0.698394913,0.549858409,0.76976893,0.814556962,0.548374454,0.375162385,0.577350269
c,1.151939194,1,1.154700538,1.152331919,1.01828922,0.330468494,0.940059444,0.59259353,0.942160397,0.990341515,0.472564974,0.836616686,0.99153594,0.800640769,1.131620834,0.033721995,0.861119077,1.115745141,1.154700538,1.145553789,1.154270889,1.130264801,0.301504078,1.154223643,0.758167129,0.577350269
